"","parameter","index","simulation_value","IQR_min","IQR50_lower","IQR50_upper","mean","median","sd","n_series","n_observations","mean_IQR","mean_sd","model"
"1704","rho","9",2.53704847540864,1,3.02398516686385,3.17275758258151,3.09952072214503,3.09655481946565,0.108257921627068,40,5,0.93275,0.107892596973186,"non_pooled"
"1705","rho","10",2.45172430112995,1,3.02670449066138,3.17224667347509,3.10181185424146,3.09935312880812,0.106843445938069,40,5,0.93275,0.107892596973186,"non_pooled"
"1706","rho","11",2.1831696205506,1,3.02892863611345,3.17403079037451,3.10398975393345,3.10109452077031,0.110179504374307,40,5,0.93275,0.107892596973186,"non_pooled"
"1707","rho","12",3.0376359402046,0.45,3.02752520259995,3.17669258740419,3.10246870879406,3.09965994920077,0.107305708993695,40,5,0.93275,0.107892596973186,"non_pooled"
"1708","rho","13",2.81745692219644,1,3.02810025890851,3.17460651672664,3.10410658725047,3.10176382260505,0.107920941933342,40,5,0.93275,0.107892596973186,"non_pooled"
"1709","rho","14",2.61888198708957,1,3.03214465869909,3.17527261209219,3.10479099625873,3.10045302039123,0.106073498052663,40,5,0.93275,0.107892596973186,"non_pooled"
"1710","rho","15",2.32763969352883,1,3.0300494974285,3.17993168386767,3.10822443343912,3.10719178484188,0.110224617647575,40,5,0.93275,0.107892596973186,"non_pooled"
"1711","rho","16",2.86563880224856,0.98,3.029052067739,3.17231634386013,3.10318817359317,3.10326836145843,0.108422258380583,40,5,0.93275,0.107892596973186,"non_pooled"
"1712","rho","17",2.60353638684154,1,3.02976247236426,3.17036727616809,3.10007530563235,3.09944107213987,0.106334637278099,40,5,0.93275,0.107892596973186,"non_pooled"
"1713","rho","18",2.82713549775865,1,3.02990905887684,3.17059065899087,3.10161407187028,3.10042345022599,0.103394258149289,40,5,0.93275,0.107892596973186,"non_pooled"
"1714","rho","19",3.85092322061046,1,3.02557691507118,3.17164043392278,3.10096746813208,3.09686630509527,0.107063690197968,40,5,0.93275,0.107892596973186,"non_pooled"
"1715","rho","20",2.47773811063165,1,3.02648734767793,3.17365002711116,3.10149303810489,3.09891751662551,0.109023763530927,40,5,0.93275,0.107892596973186,"non_pooled"
"1716","rho","21",2.5981186366727,1,3.04841252765624,3.1785072595709,3.11353221909295,3.11149973679305,0.102396347438217,40,5,0.93275,0.107892596973186,"non_pooled"
"1717","rho","22",3.02834085869339,0.55,3.03588022141442,3.17590258119543,3.10676405593034,3.10338857660019,0.10645974027358,40,5,0.93275,0.107892596973186,"non_pooled"
"1718","rho","23",3.24989633989045,0.82,3.03175748708862,3.17438526926498,3.10399803649945,3.10321965919552,0.106998180698212,40,5,0.93275,0.107892596973186,"non_pooled"
"1719","rho","24",2.36235992524121,1,3.02416802872998,3.17665157381576,3.10151069045466,3.09977690526744,0.109015510643381,40,5,0.93275,0.107892596973186,"non_pooled"
"1720","rho","25",2.16706956364325,1,3.02940720122246,3.17404406194287,3.10304822886903,3.1019614634035,0.111391057312069,40,5,0.93275,0.107892596973186,"non_pooled"
"1721","rho","26",3.08961855336908,0.11,3.03376900195162,3.17334219335904,3.10733187926532,3.10301518186991,0.106040850140636,40,5,0.93275,0.107892596973186,"non_pooled"
"1722","rho","27",2.71224070397571,1,3.0304374207587,3.17201630427188,3.10185584565247,3.10141745256193,0.105123186152865,40,5,0.93275,0.107892596973186,"non_pooled"
"1723","rho","28",2.93925222812231,0.88,3.02852273914263,3.17899916560503,3.10487352807064,3.10444007533739,0.109139567243685,40,5,0.93275,0.107892596973186,"non_pooled"
"1724","rho","29",2.37463208297279,1,3.02697220946395,3.17233140517551,3.10261899888113,3.10154113968089,0.108656218113956,40,5,0.93275,0.107892596973186,"non_pooled"
"1725","rho","30",2.85979940552266,0.98,3.02673979064389,3.17806951264806,3.10375855863785,3.09986348283342,0.112095479414558,40,5,0.93275,0.107892596973186,"non_pooled"
"1726","rho","31",2.41631734844901,1,3.02843897101491,3.16978111872393,3.1019039057555,3.09713161333582,0.107811428412273,40,5,0.93275,0.107892596973186,"non_pooled"
"1727","rho","32",2.30165122355187,1,3.02671694083844,3.17483640117668,3.10135180125449,3.09824976649061,0.105426052270563,40,5,0.93275,0.107892596973186,"non_pooled"
"1728","rho","33",2.60962960465651,1,3.02621895859521,3.17538568319193,3.10237110663919,3.1019327301432,0.107862878070455,40,5,0.93275,0.107892596973186,"non_pooled"
"1729","rho","34",2.4705094604473,1,3.02640248079709,3.17468530751215,3.10073404412665,3.09545418748509,0.111677434158776,40,5,0.93275,0.107892596973186,"non_pooled"
"1730","rho","35",1.96380911980474,1,3.02806861554878,3.17871297638157,3.10524670915035,3.10287087261926,0.110409221304049,40,5,0.93275,0.107892596973186,"non_pooled"
"1731","rho","36",1.91525346601929,1,3.02468559014201,3.174312504626,3.10232660533924,3.10000849440438,0.110219380561485,40,5,0.93275,0.107892596973186,"non_pooled"
"1732","rho","37",3.01687281744031,0.58,3.03081667523266,3.176560653038,3.10531426770354,3.10092701871395,0.110233241019667,40,5,0.93275,0.107892596973186,"non_pooled"
"1733","rho","38",2.50248237383612,1,3.040001415945,3.18241953137875,3.1120772659307,3.11029754955805,0.106012485663171,40,5,0.93275,0.107892596973186,"non_pooled"
"1734","rho","39",2.83408814412027,1,3.03103118288462,3.17259735456774,3.10335809133353,3.10173445187547,0.106335994442712,40,5,0.93275,0.107892596973186,"non_pooled"
"1735","rho","40",3.59728994434545,1,3.03342538933391,3.17478840347395,3.1034012331973,3.10310433139595,0.105136921779553,40,5,0.93275,0.107892596973186,"non_pooled"
"1736","alpha","1",1.29302092212968,1,0.0936399341544448,0.352223422933285,0.242515354087325,0.198039313724242,0.183860944191107,40,5,0.98125,0.199462254310096,"non_pooled"
"1737","alpha","2",1.07722650712736,1,0.0917851319507358,0.330652577843741,0.231255512733327,0.194342201510496,0.176981510895873,40,5,0.98125,0.199462254310096,"non_pooled"
"1738","alpha","3",1.94795487620912,1,0.318577337340327,0.656502267748785,0.494975294508761,0.498346110657897,0.246603703743077,40,5,0.98125,0.199462254310096,"non_pooled"
"1739","alpha","4",2.07992046998796,1,0.641199766806843,0.917180371323346,0.778161676933295,0.772138664548687,0.20870554497908,40,5,0.98125,0.199462254310096,"non_pooled"
"1740","alpha","5",2.0719533291538,1,0.108736624036867,0.408720860405745,0.280309204209928,0.240098667220083,0.211513632737237,40,5,0.98125,0.199462254310096,"non_pooled"
"1741","alpha","6",2.19609340290587,1,0.0851663887739225,0.334499509988669,0.23111039305662,0.186397218920374,0.188664983445549,40,5,0.98125,0.199462254310096,"non_pooled"
"1742","alpha","7",1.80715992625346,1,0.126175239223921,0.417145644776195,0.290403470568081,0.258864998128786,0.201931765527567,40,5,0.98125,0.199462254310096,"non_pooled"
"1743","alpha","8",2.24756600501832,1,0.980697772345508,1.22562033758723,1.10845907054474,1.10473296412844,0.187247935887301,40,5,0.98125,0.199462254310096,"non_pooled"
"1744","alpha","9",3.32986582461564,1,0.718537087914017,0.984733005188153,0.856895267876088,0.850259859672505,0.200089587479214,40,5,0.98125,0.199462254310096,"non_pooled"
"1745","alpha","10",0.337072783715225,0.54,0.0943422012401074,0.326581696022524,0.230462900942604,0.197412053711713,0.172906209455059,40,5,0.98125,0.199462254310096,"non_pooled"
"1746","alpha","11",1.482290660264,1,0.101388559165997,0.342057404653002,0.236137278813476,0.201035456393954,0.172837507339311,40,5,0.98125,0.199462254310096,"non_pooled"
"1747","alpha","12",1.9270629459587,1,0.109923884923899,0.381504407193715,0.266385429118743,0.226455801345121,0.199579768177629,40,5,0.98125,0.199462254310096,"non_pooled"
"1748","alpha","13",2.46667324500141,1,0.0981954417729621,0.331673389289181,0.229258825546544,0.19538858667444,0.168869583135063,40,5,0.98125,0.199462254310096,"non_pooled"
"1749","alpha","14",1.93599850720739,1,0.460806465373267,0.762392938472127,0.607274772897785,0.618915998886311,0.232465999660105,40,5,0.98125,0.199462254310096,"non_pooled"
"1750","alpha","15",2.46835061793096,1,0.154043505799109,0.476954291795374,0.327563240501061,0.302366021669468,0.215713362363149,40,5,0.98125,0.199462254310096,"non_pooled"
"1751","alpha","16",2.53114855323868,1,0.354959788963251,0.672729942351439,0.516683377922893,0.514572879233237,0.234183796939731,40,5,0.98125,0.199462254310096,"non_pooled"
"1752","alpha","17",2.15887561076592,1,0.278475811894469,0.604118523449934,0.439798242165409,0.439888375222167,0.228940824519697,40,5,0.98125,0.199462254310096,"non_pooled"
"1753","alpha","18",3.12292077303302,1,0.386223228701851,0.71633762132632,0.55385876750878,0.561609179001365,0.236604234871099,40,5,0.98125,0.199462254310096,"non_pooled"
"1754","alpha","19",2.79043058275804,1,0.114319493015507,0.404812358058278,0.274426544733971,0.234597303219103,0.198919850163059,40,5,0.98125,0.199462254310096,"non_pooled"
"1755","alpha","20",4.09943781295227,1,0.635137317485037,0.912161068031631,0.777712959151337,0.774192773793758,0.203229386919412,40,5,0.98125,0.199462254310096,"non_pooled"
"1756","alpha","21",2.87869869473182,1,1.03317621508396,1.28882592603388,1.16510200233,1.15787787023726,0.181182177916855,40,5,0.98125,0.199462254310096,"non_pooled"
"1757","alpha","22",1.19374037071518,1,0.12553648871151,0.409821368346744,0.286924660488307,0.256922747174264,0.19972005580337,40,5,0.98125,0.199462254310096,"non_pooled"
"1758","alpha","23",2.57895406216625,1,0.0870740052255897,0.319719567279162,0.227981063587689,0.191299421530949,0.18017922743873,40,5,0.98125,0.199462254310096,"non_pooled"
"1759","alpha","24",2.67957597816913,1,0.122024445123446,0.452912272223325,0.314586180120078,0.269526742232215,0.233567228957375,40,5,0.98125,0.199462254310096,"non_pooled"
"1760","alpha","25",3.13092820273097,1,0.136554211672797,0.446823028830668,0.312268496923639,0.276477687718784,0.219757270033796,40,5,0.98125,0.199462254310096,"non_pooled"
"1761","alpha","26",3.01078468635966,1,0.601422401005349,0.87052864796044,0.735672560705237,0.73598290947941,0.214820332889396,40,5,0.98125,0.199462254310096,"non_pooled"
"1762","alpha","27",3.97784755040212,1,0.165501910555946,0.497061069841876,0.344305537157822,0.319882807914172,0.225139403496348,40,5,0.98125,0.199462254310096,"non_pooled"
"1763","alpha","28",0.494555466451244,0.83,0.0972750115782649,0.337331293977158,0.23408783055283,0.196348457259525,0.174322378674509,40,5,0.98125,0.199462254310096,"non_pooled"
"1764","alpha","29",1.96083340790577,1,0.0898457907594621,0.337800576495044,0.230135553488942,0.190959493331697,0.178988076011387,40,5,0.98125,0.199462254310096,"non_pooled"
"1765","alpha","30",1.80547154821139,1,0.0949547608574448,0.336552449808486,0.234710596798973,0.199390092984564,0.179273758023801,40,5,0.98125,0.199462254310096,"non_pooled"
"1766","alpha","31",3.12076206953736,1,0.114314854620453,0.35901662995287,0.250345572287095,0.217844244502634,0.177571762427492,40,5,0.98125,0.199462254310096,"non_pooled"
"1767","alpha","32",0.79143596304271,0.99,0.106908031304145,0.356742598760221,0.248412032298794,0.215239026586782,0.179083819771295,40,5,0.98125,0.199462254310096,"non_pooled"
"1768","alpha","33",0.961033208819263,1,0.106982727892502,0.383550820490906,0.267855072716788,0.228935146709874,0.200495315302846,40,5,0.98125,0.199462254310096,"non_pooled"
"1769","alpha","34",3.40663824145684,1,0.328060403962878,0.659015650527454,0.49634601670567,0.497937817421692,0.233639858911931,40,5,0.98125,0.199462254310096,"non_pooled"
"1770","alpha","35",1.53209668968544,1,0.0875124473845492,0.337317277390121,0.234085190411779,0.192809366653124,0.183653005461963,40,5,0.98125,0.199462254310096,"non_pooled"
"1771","alpha","36",1.98616703073066,1,0.0954501736014149,0.334981512476454,0.233319293795111,0.197539896836822,0.175968826146413,40,5,0.98125,0.199462254310096,"non_pooled"
"1772","alpha","37",1.05229611044675,1,0.0893484888679398,0.327712097650546,0.227582980064511,0.189467480818641,0.17527962139215,40,5,0.98125,0.199462254310096,"non_pooled"
"1773","alpha","38",3.6436775662527,1,0.947768782415537,1.18456574667901,1.06887173533052,1.05541290979239,0.170967899855717,40,5,0.98125,0.199462254310096,"non_pooled"
"1774","alpha","39",0.64709844575411,0.89,0.125446351723976,0.414099865128679,0.287060842924879,0.262808445833743,0.197007238344822,40,5,0.98125,0.199462254310096,"non_pooled"
"1775","alpha","40",2.63140548432753,1,0.607713745387716,0.901435978279648,0.750761641818046,0.749186944837015,0.228022783114306,40,5,0.98125,0.199462254310096,"non_pooled"
"1776","sigma","1",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1777","sigma","2",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1778","sigma","3",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1779","sigma","4",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1780","sigma","5",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1781","sigma","6",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1782","sigma","7",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1783","sigma","8",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1784","sigma","9",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1785","sigma","10",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1786","sigma","11",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1787","sigma","12",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1788","sigma","13",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1789","sigma","14",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1790","sigma","15",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1791","sigma","16",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1792","sigma","17",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1793","sigma","18",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1794","sigma","19",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1795","sigma","20",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1796","sigma","21",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1797","sigma","22",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1798","sigma","23",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1799","sigma","24",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1800","sigma","25",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1801","sigma","26",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1802","sigma","27",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1803","sigma","28",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1804","sigma","29",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1805","sigma","30",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1806","sigma","31",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1807","sigma","32",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1808","sigma","33",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1809","sigma","34",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1810","sigma","35",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1811","sigma","36",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1812","sigma","37",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1813","sigma","38",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1814","sigma","39",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1815","sigma","40",0.25,1,1.17995497912861,1.26876728913661,1.22499042135741,1.22300003136743,0.0672325421396602,40,5,1,0.0672325421396602,"non_pooled"
"1816","rho","1",2.50613174488495,0.71,1.68827208683269,2.29792641674254,2.03556979770827,1.95442969075601,0.488768253101617,40,5,0.738,0.470313357226612,"partially"
"1817","rho","2",2.84784671593346,0.84,1.76435140223126,2.40994406246202,2.12363306712031,2.04893131075447,0.493764788051061,40,5,0.738,0.470313357226612,"partially"
"1818","rho","3",3.34715175073442,0.97,1.80173895177105,2.3646213498526,2.12105761600515,2.05968928721148,0.451019384709775,40,5,0.738,0.470313357226612,"partially"
"1819","rho","4",3.50398599051962,0.96,1.86674732714972,2.49626738848157,2.22536953029999,2.15212964261945,0.499198493561934,40,5,0.738,0.470313357226612,"partially"
"1820","rho","5",2.42191400468829,0.68,1.712271640199,2.26624330926221,2.02015096721406,1.95711795780169,0.440195164085085,40,5,0.738,0.470313357226612,"partially"
"1821","rho","6",2.69160579830305,0.91,1.62046483746384,2.14943021379081,1.90729412819551,1.84015008355173,0.421433277672969,40,5,0.738,0.470313357226612,"partially"
"1822","rho","7",4.50676709000226,1,1.86773844832116,2.52161154550325,2.23675832559953,2.16551626304136,0.525779061637614,40,5,0.738,0.470313357226612,"partially"
"1823","rho","8",2.67094746209584,0.61,1.89520363141927,2.54399771386437,2.25726498009683,2.19654586298886,0.505672207935915,40,5,0.738,0.470313357226612,"partially"
"1824","rho","9",2.53704847540864,0.87,1.66105400245173,2.13352230697905,1.92560861965745,1.86991477974906,0.37692724136428,40,5,0.738,0.470313357226612,"partially"
"1825","rho","10",2.45172430112995,0.51,1.79972355288925,2.45148587581267,2.17585528226835,2.10742997145251,0.528528734951649,40,5,0.738,0.470313357226612,"partially"
"1826","rho","11",2.1831696205506,0.35,1.72055051985299,2.30845145908206,2.05196970204682,1.97196329352724,0.472434919066883,40,5,0.738,0.470313357226612,"partially"
"1827","rho","12",3.0376359402046,0.97,1.67007668118047,2.1917936606582,1.96564732235803,1.90696667050533,0.410818823281394,40,5,0.738,0.470313357226612,"partially"
"1828","rho","13",2.81745692219644,0.84,1.74344767797873,2.37691195104443,2.09357909516849,2.02350123829277,0.505014064054336,40,5,0.738,0.470313357226612,"partially"
"1829","rho","14",2.61888198708957,0.63,1.85091668797652,2.49276849308716,2.21036867174304,2.14069947370773,0.50319046650921,40,5,0.738,0.470313357226612,"partially"
"1830","rho","15",2.32763969352883,0.6,1.71042084865712,2.26063977418816,2.01577668562316,1.95024238824619,0.431355148313383,40,5,0.738,0.470313357226612,"partially"
"1831","rho","16",2.86563880224856,0.71,1.91838651009829,2.60687679779128,2.31723586146332,2.24140292712019,0.572823034789761,40,5,0.738,0.470313357226612,"partially"
"1832","rho","17",2.60353638684154,0.6,1.86783235727547,2.51316974170462,2.22568605719506,2.15734639727263,0.49350350273696,40,5,0.738,0.470313357226612,"partially"
"1833","rho","18",2.82713549775865,0.92,1.70783690469954,2.23199992200582,1.99730657210845,1.92882039679688,0.438834725045539,40,5,0.738,0.470313357226612,"partially"
"1834","rho","19",3.85092322061046,1,1.73449590290222,2.32326567195083,2.06192051511408,1.99751049952297,0.45681613866278,40,5,0.738,0.470313357226612,"partially"
"1835","rho","20",2.47773811063165,0.75,1.73871051983783,2.25549214108589,2.02883204609207,1.97624301020131,0.417716645827022,40,5,0.738,0.470313357226612,"partially"
"1836","rho","21",2.5981186366727,0.75,1.8025702182338,2.37011095336658,2.12466506485124,2.07254838814069,0.45522162042458,40,5,0.738,0.470313357226612,"partially"
"1837","rho","22",3.02834085869339,0.91,1.78214238342588,2.38944629947983,2.1243738439189,2.0636137090676,0.495418960943255,40,5,0.738,0.470313357226612,"partially"
"1838","rho","23",3.24989633989045,0.98,1.61226923532703,2.18563414580774,1.93414841394511,1.87379368886653,0.452192419925634,40,5,0.738,0.470313357226612,"partially"
"1839","rho","24",2.36235992524121,0.72,1.65724517632075,2.16517245346582,1.94030565424664,1.88154651943611,0.412003687432676,40,5,0.738,0.470313357226612,"partially"
"1840","rho","25",2.16706956364325,0.61,1.60762679359155,2.09135569762404,1.8777538127037,1.81962063608889,0.396449588491618,40,5,0.738,0.470313357226612,"partially"
"1841","rho","26",3.08961855336908,0.85,1.92069172222982,2.57102516110416,2.29169010820522,2.21137426892633,0.537550553273076,40,5,0.738,0.470313357226612,"partially"
"1842","rho","27",2.71224070397571,0.88,1.67712176690855,2.20213567774093,1.97717786681307,1.9105260814741,0.432079876844579,40,5,0.738,0.470313357226612,"partially"
"1843","rho","28",2.93925222812231,0.81,1.81867370816322,2.45896794636572,2.19386350354003,2.10952688287829,0.552573427037431,40,5,0.738,0.470313357226612,"partially"
"1844","rho","29",2.37463208297279,0.49,1.77001237568517,2.38815736546887,2.12973869755396,2.05141453498677,0.507913490276348,40,5,0.738,0.470313357226612,"partially"
"1845","rho","30",2.85979940552266,0.92,1.68689664618768,2.24090803025556,1.99722217015499,1.94290791665393,0.453683532855363,40,5,0.738,0.470313357226612,"partially"
"1846","rho","31",2.41631734844901,0.85,1.5607933590772,2.04845908467106,1.8370749966832,1.7776985412778,0.393821241646334,40,5,0.738,0.470313357226612,"partially"
"1847","rho","32",2.30165122355187,0.19,1.85898933241449,2.54491470673935,2.25495994677468,2.18324795263802,0.563885504137601,40,5,0.738,0.470313357226612,"partially"
"1848","rho","33",2.60962960465651,0.8,1.71903506977019,2.30241279444221,2.04100902729933,1.97764726907718,0.454916996180675,40,5,0.738,0.470313357226612,"partially"
"1849","rho","34",2.4705094604473,0.85,1.6274478536073,2.12747217323358,1.89798427175236,1.84641744971496,0.380085278370905,40,5,0.738,0.470313357226612,"partially"
"1850","rho","35",1.96380911980474,0.22,1.60319914059455,2.13185736989515,1.9016541958705,1.84760872070777,0.426357589162982,40,5,0.738,0.470313357226612,"partially"
"1851","rho","36",1.91525346601929,0.04,1.65545178548502,2.19805223233064,1.97344320942009,1.89935151740547,0.470050198721204,40,5,0.738,0.470313357226612,"partially"
"1852","rho","37",3.01687281744031,0.88,1.74917449910956,2.35630170096466,2.11112244741526,2.01511492148229,0.544418627492645,40,5,0.738,0.470313357226612,"partially"
"1853","rho","38",2.50248237383612,0.51,1.90442321350402,2.50205186304368,2.24082222077914,2.17791541890613,0.482429776265245,40,5,0.738,0.470313357226612,"partially"
"1854","rho","39",2.83408814412027,0.84,1.7739540573083,2.38015674641333,2.11634578847972,2.03698671255916,0.503514823165213,40,5,0.738,0.470313357226612,"partially"
"1855","rho","40",3.59728994434545,0.99,1.78239621929971,2.39377953959304,2.11711790372145,2.05317366694272,0.464173021057957,40,5,0.738,0.470313357226612,"partially"
"1856","alpha","1",1.29302092212968,0.41,1.24056696848863,1.94361010516981,1.64250023072204,1.54140138208531,0.578185070483282,40,5,0.56125,0.623391226020932,"partially"
"1857","alpha","2",1.07722650712736,0.19,0.936749564779046,1.46457879853562,1.24936325646486,1.15293761130365,0.471434999510557,40,5,0.56125,0.623391226020932,"partially"
"1858","alpha","3",1.94795487620912,0.31,1.41454565724239,2.16625600213235,1.8419706459494,1.71906101089517,0.608199129196726,40,5,0.56125,0.623391226020932,"partially"
"1859","alpha","4",2.07992046998796,0.11,1.67894259424586,2.48704228404739,2.15348289596976,2.00383249805394,0.655840301946141,40,5,0.56125,0.623391226020932,"partially"
"1860","alpha","5",2.0719533291538,0.27,1.90579563430793,2.78696324256014,2.40974459054631,2.27777620388397,0.705285506286256,40,5,0.56125,0.623391226020932,"partially"
"1861","alpha","6",2.19609340290587,0.07,1.72530762630368,2.6539724904888,2.25130301347432,2.13656460010131,0.730245406913889,40,5,0.56125,0.623391226020932,"partially"
"1862","alpha","7",1.80715992625346,0.82,0.91448724215102,1.43122411559593,1.22039466768736,1.1327028515724,0.438541381509591,40,5,0.56125,0.623391226020932,"partially"
"1863","alpha","8",2.24756600501832,0.75,2.48881490885348,3.38015176650866,2.97856984802866,2.88065112878198,0.689940376018747,40,5,0.56125,0.623391226020932,"partially"
"1864","alpha","9",3.32986582461564,0.32,2.56627348194368,3.55147384902838,3.12263404716872,3.01426025209413,0.774401005969973,40,5,0.56125,0.623391226020932,"partially"
"1865","alpha","10",0.337072783715225,1,0.803958989023808,1.30826385817575,1.09820559702237,1.02181815719474,0.424830497225102,40,5,0.56125,0.623391226020932,"partially"
"1866","alpha","11",1.482290660264,0.23,1.05761500989559,1.70129178241619,1.44826310267268,1.34005974931524,0.564961637470484,40,5,0.56125,0.623391226020932,"partially"
"1867","alpha","12",1.9270629459587,0.61,2.02427242055412,2.92884424046576,2.54156195393409,2.41373623972747,0.733850801073568,40,5,0.56125,0.623391226020932,"partially"
"1868","alpha","13",2.46667324500141,0.95,0.964178473794731,1.53536798501608,1.29873717174519,1.20301938616671,0.50520914866661,40,5,0.56125,0.623391226020932,"partially"
"1869","alpha","14",1.93599850720739,0.21,1.47202545847225,2.19814929597869,1.89520150174133,1.78339975312793,0.58701792068958,40,5,0.56125,0.623391226020932,"partially"
"1870","alpha","15",2.46835061793096,0.7,1.42795970084369,2.22026411094327,1.8752985636816,1.79588508566002,0.608804434486968,40,5,0.56125,0.623391226020932,"partially"
