"PC1","PC2","time","subject"
5.59118958089914,1.00213337565589,1,3
5.35877345938835,1.07324643510879,2,3
5.12635733787754,1.14435949456169,3,3
4.89394121636674,1.21547255401458,4,3
4.66152509485595,1.28658561346748,5,3
4.82844698067082,0.846427225408472,6,3
4.99536886648569,0.406268837349463,7,3
5.16229075230056,-0.0338895507095453,8,3
5.32921263811544,-0.474047938768555,9,3
5.49613452393031,-0.914206326827565,10,3
5.66305640974519,-1.35436471488657,11,3
5.82997829556006,-1.79452310294558,12,3
5.94618718317128,-1.44637219886531,13,3
6.0623960707825,-1.09822129478503,14,3
6.17860495839371,-0.750070390704755,15,3
5.93780850195774,-0.55492481218087,16,3
5.69701204552177,-0.359779233656985,17,3
5.4562155890858,-0.164633655133099,18,3
5.21541913264982,0.0305119233907862,19,3
5.48205750508418,-0.422044400918043,20,3
5.74869587751854,-0.874600725226873,21,3
6.01533424995289,-1.3271570495357,22,3
5.94955513822563,-1.39306658828605,23,3
5.88377602649836,-1.45897612703641,24,3
5.81799691477108,-1.52488566578676,25,3
5.75221780304382,-1.59079520453711,26,3
5.79621534535935,-1.46829222994863,27,3
5.84021288767489,-1.34578925536015,28,3
5.88421042999042,-1.22328628077167,29,3
5.89053667903585,-1.47386086976049,30,3
5.89686292808128,-1.72443545874931,31,3
5.90318917712671,-1.97501004773813,32,3
5.90951542617214,-2.22558463672695,33,3
5.71621917700155,-2.23280809338621,34,3
5.52292292783097,-2.24003155004548,35,3
5.48202707410154,-2.24633720550348,36,3
5.44113122037212,-2.25264286096148,37,3
5.40023536664269,-2.25894851641949,38,3
5.35933951291327,-2.26525417187748,39,3
5.16432085426829,-0.842505541807959,40,3
4.96930219562331,0.580243088261565,41,3
4.77428353697834,2.00299171833109,42,3
5.09610423155914,1.14374298204223,43,3
5.41792492613994,0.28449424575336,44,3
5.73974562072075,-0.574754490535506,45,3
6.06156631530154,-1.43400322682437,46,3
5.7749059758829,-1.34670441146622,47,3
5.48824563646426,-1.25940559610808,48,3
5.20158529704562,-1.17210678074993,49,3
5.39201431973344,-1.3768621790456,50,3
5.58244334242126,-1.58161757734126,51,3
5.77287236510909,-1.78637297563693,52,3
5.96330138779692,-1.9911283739326,53,3
5.90840183169791,-1.58097035227332,54,3
5.85350227559891,-1.17081233061404,55,3
5.7986027194999,-0.760654308954767,56,3
4.68719124229119,0.238956948367885,57,3
3.57577976508247,1.23856820569054,58,3
2.46436828787377,2.23817946301319,59,3
1.35295681066505,3.23779072033584,60,3
2.80213240081394,1.65393530745226,61,3
4.25130799096282,0.070079894568669,62,3
5.7004835811117,-1.51377551831492,63,3
5.75390185400144,-1.55524886680745,64,3
5.80732012689119,-1.59672221529998,65,3
5.86073839978094,-1.63819556379251,66,3
5.91415667267067,-1.67966891228505,67,3
5.98963182916536,-1.33089296215356,68,3
6.06510698566005,-0.982117012022074,69,3
6.14058214215474,-0.633341061890586,70,3
6.07689087005677,-0.862593493804261,71,3
6.01319959795881,-1.09184592571794,72,3
5.94950832586085,-1.32109835763161,73,3
5.88581705376289,-1.55035078954529,74,3
4.05361667577749,1.11180917913346,75,3
2.22141629779208,3.7739691478122,76,3
0.389215919806682,6.43612911649095,77,3
1.83429185571803,5.11235930073969,78,3
3.27936779162938,3.78858948498845,79,3
4.72444372754074,2.4648196692372,80,3
6.16951966345209,1.14104985348595,81,3
6.06428828039133,0.0920787642212317,82,3
5.95905689733057,-0.956892325043487,83,3
5.85382551426981,-2.00586341430821,84,3
5.83505483177008,-2.14610312899965,85,3
5.81628414927033,-2.2863428436911,86,3
5.79751346677058,-2.42658255838254,87,3
5.77874278427084,-2.56682227307399,88,3
5.92204114277809,-1.74220391921855,89,3
6.06533950128533,-0.917585565363118,90,3
6.20863785979256,-0.0929672115076814,91,3
5.94454665665566,-0.0593870877824736,92,3
5.68045545351875,-0.0258069640572662,93,3
5.41636425038185,0.00777315966794156,94,3
5.15227304724494,0.0413532833931494,95,3
