"","parameter","index","simulation_value","IQR_min","IQR50_lower","IQR50_upper","mean","median","sd","n_series","n_observations","mean_IQR","mean_sd","model"
"352","mu","7",-0.155828515979392,0.66,-0.114160059301941,0.0357590626433138,-0.0406204091157883,-0.0397303241547156,0.151502576532259,10,5,0.547,0.215623904217119,"non_pooled"
"353","mu","8",0.10029178901141,0.72,-0.824544445887274,-0.107723252907012,-0.479663480799633,-0.47068565923554,0.615154701116454,10,5,0.547,0.215623904217119,"non_pooled"
"354","mu","9",0.0540375224287738,0.25,0.0262833017288154,0.156631834737873,0.0973763268001953,0.0818028452030222,0.158661559604489,10,5,0.547,0.215623904217119,"non_pooled"
"355","mu","10",-0.442537630553799,0.8,-0.744948831176809,-0.549187242872616,-0.66459368990015,-0.641825904531916,0.232704600551451,10,5,0.547,0.215623904217119,"non_pooled"
"356","lambda","1",0.454487388129464,0.65,0.508244350077955,0.83095271469082,0.660500744789141,0.661288555598451,0.198932901041509,10,5,0.35,0.196200083241596,"non_pooled"
"357","lambda","2",0.626540792744214,0.18,0.513312718120544,0.832038273626639,0.670473351442839,0.686091960330143,0.198228901865733,10,5,0.35,0.196200083241596,"non_pooled"
"358","lambda","3",0.786117466625277,0.49,0.504307177877961,0.790204397602299,0.643965228049577,0.639306469682833,0.192126530147091,10,5,0.35,0.196200083241596,"non_pooled"
"359","lambda","4",0.792565055118374,0.38,0.536689560198982,0.837244752937442,0.674757302929912,0.681143342312876,0.189551333763023,10,5,0.35,0.196200083241596,"non_pooled"
"360","lambda","5",0.592246375676338,0.07,0.473594365425677,0.761767459524708,0.620700850582503,0.606856704846323,0.191140139925331,10,5,0.35,0.196200083241596,"non_pooled"
"361","lambda","6",0.589001144953365,0.24,0.499885718511226,0.828947107044108,0.66012534105716,0.66422290950182,0.201513026541062,10,5,0.35,0.196200083241596,"non_pooled"
"362","lambda","7",0.555530789519016,0.18,0.461207634138711,0.76173246561604,0.612701490849325,0.608234279762587,0.192694498790758,10,5,0.35,0.196200083241596,"non_pooled"
"363","lambda","8",0.480183209185142,0.44,0.45756273500558,0.817196249979482,0.631584208262914,0.629995863348336,0.210554082392061,10,5,0.35,0.196200083241596,"non_pooled"
"364","lambda","9",0.453995356404459,0.7,0.516525628331707,0.820990286853807,0.660810584542917,0.655708659981369,0.193503898806626,10,5,0.35,0.196200083241596,"non_pooled"
"365","lambda","10",0.576028756445478,0.17,0.473232723212645,0.783296762823286,0.626843179804423,0.622553706105931,0.193755519142763,10,5,0.35,0.196200083241596,"non_pooled"
"366","sigma","1",0.134807273663269,0.72,0.15770830615631,0.310111598187865,0.261191030518578,0.220974699646225,0.161200679177701,10,5,0.534,0.200431733370711,"non_pooled"
"367","sigma","2",0.166298927481426,0.44,0.0889564933719975,0.175696133640028,0.148929978937904,0.12050707945899,0.0973977366900207,10,5,0.534,0.200431733370711,"non_pooled"
"368","sigma","3",0.176907026920284,0.64,0.0740983011912078,0.147914825650383,0.130868835998347,0.100782881153235,0.104966385557765,10,5,0.534,0.200431733370711,"non_pooled"
"369","sigma","4",0.230198367409311,0.41,0.215619013975409,0.416603919797993,0.347285978832656,0.300280991111884,0.198380020995124,10,5,0.534,0.200431733370711,"non_pooled"
"370","sigma","5",0.232516273735528,0.64,0.26050412678419,0.504316506229466,0.422643584473941,0.352313949022828,0.262837344725423,10,5,0.534,0.200431733370711,"non_pooled"
"371","sigma","6",0.252911991169777,0.04,0.18257548321456,0.373405000554614,0.315836976640172,0.259759163371398,0.20514085914135,10,5,0.534,0.200431733370711,"non_pooled"
"372","sigma","7",0.189618257344432,0.25,0.159722834731167,0.319938587537782,0.273626499170886,0.221105028208356,0.188069622600089,10,5,0.534,0.200431733370711,"non_pooled"
"373","sigma","8",0.297829820972483,1,0.747238887441616,1.24465713123945,1.03863934928157,0.977219478009267,0.395490870401132,10,5,0.534,0.200431733370711,"non_pooled"
"374","sigma","9",0.0680132508953444,0.97,0.134825506949567,0.282657372189908,0.237122814722969,0.186535217176353,0.175541245305049,10,5,0.534,0.200431733370711,"non_pooled"
"375","sigma","10",0.252510989748944,0.23,0.209385492808227,0.422378914792653,0.350999853754423,0.293476508505391,0.215292569113452,10,5,0.534,0.200431733370711,"non_pooled"
"376","mu","1",-0.0263086562438839,0.17,-0.121632159912346,0.0204487199688204,-0.0530246222278797,-0.0498623931421242,0.113644252202411,10,5,0.551,0.141864703562444,"partially"
"377","mu","2",0.213842052983249,0.92,0.00253561071015111,0.119236665770133,0.058763499601451,0.0646020940183475,0.0977866767281537,10,5,0.551,0.141864703562444,"partially"
"378","mu","3",0.180785007505896,0.6,0.0400343903948943,0.171790022059978,0.103142616808969,0.11242186660614,0.103204308494972,10,5,0.551,0.141864703562444,"partially"
"379","mu","4",-0.131362519365076,0.6,-0.111763638643425,0.0401320945918678,-0.0390624945224197,-0.0312401192856859,0.130200187967881,10,5,0.551,0.141864703562444,"partially"
"380","mu","5",-0.0467503842635043,0.59,-0.0289607331658985,0.142669609255091,0.0577942925084753,0.0578611291870997,0.13912989090959,10,5,0.551,0.141864703562444,"partially"
"381","mu","6",0.0160832899780286,0.46,-0.130764085897644,0.019898731179167,-0.0563332537632437,-0.0543924760086885,0.125853632226354,10,5,0.551,0.141864703562444,"partially"
"382","mu","7",-0.155828515979392,0.81,-0.0782015693434186,0.0545820762959007,-0.0158809287788504,-0.0153427776377388,0.113416480664523,10,5,0.551,0.141864703562444,"partially"
"383","mu","8",0.10029178901141,0.76,-0.221021309957138,0.0406698254852033,-0.107152366214123,-0.0655712392329436,0.229810834237741,10,5,0.551,0.141864703562444,"partially"
"384","mu","9",0.0540375224287738,0.09,-0.0166919093765297,0.11468998025928,0.0436648919167797,0.0455472124717694,0.114775189100245,10,5,0.551,0.141864703562444,"partially"
"385","mu","10",-0.442537630553799,0.51,-0.433951749174324,-0.0259132927330472,-0.23435844215111,-0.185094494678419,0.250825583092568,10,5,0.551,0.141864703562444,"partially"
"386","lambda","1",0.454487388129464,0.38,0.230785228252482,0.503232874251889,0.380593083279722,0.345886190897445,0.195578830861498,10,5,0.666,0.194088545315279,"partially"
"387","lambda","2",0.626540792744214,0.7,0.235933694029404,0.517383400620778,0.394245021875853,0.358730056568939,0.202446571143302,10,5,0.666,0.194088545315279,"partially"
"388","lambda","3",0.786117466625277,0.9,0.222651286961896,0.497436271220847,0.382897276260264,0.347047035103999,0.201547843431444,10,5,0.666,0.194088545315279,"partially"
"389","lambda","4",0.792565055118374,0.86,0.239525282044798,0.516778530986772,0.39828259050759,0.356854009604304,0.210510185381132,10,5,0.666,0.194088545315279,"partially"
"390","lambda","5",0.592246375676338,0.77,0.225810902534392,0.461999525982891,0.363615376567115,0.333518100592739,0.181476257983529,10,5,0.666,0.194088545315279,"partially"
"391","lambda","6",0.589001144953365,0.67,0.231602305016596,0.519592886166938,0.391644245867269,0.359445911888521,0.202752861519478,10,5,0.666,0.194088545315279,"partially"
"392","lambda","7",0.555530789519016,0.7,0.212022918774567,0.473618642045368,0.36133071452366,0.33650066721548,0.179205558694758,10,5,0.666,0.194088545315279,"partially"
"393","lambda","8",0.480183209185142,0.54,0.222501682408132,0.467262932488474,0.366108626070752,0.325386076671202,0.193843651805184,10,5,0.666,0.194088545315279,"partially"
"394","lambda","9",0.453995356404459,0.34,0.234595771507491,0.510187857012892,0.390670752124584,0.366315643647251,0.201009360006808,10,5,0.666,0.194088545315279,"partially"
"395","lambda","10",0.576028756445478,0.8,0.19308028055604,0.427892827473411,0.325217059945265,0.288070069975159,0.172514332325658,10,5,0.666,0.194088545315279,"partially"
"396","sigma","1",0.134807273663269,0.66,0.149395106849291,0.226987579953988,0.194086005880711,0.184428945003178,0.0669458630334835,10,5,0.355,0.0773038170903332,"partially"
"397","sigma","2",0.166298927481426,0.2,0.104566559330398,0.196639516393428,0.157134938400294,0.150924242108998,0.0678065639261713,10,5,0.355,0.0773038170903332,"partially"
"398","sigma","3",0.176907026920284,0.37,0.0958776189424926,0.190953550342247,0.148128395074362,0.140647803207888,0.0672004515356551,10,5,0.355,0.0773038170903332,"partially"
"399","sigma","4",0.230198367409311,0.23,0.17742252708126,0.260113085871865,0.225493952493681,0.213953634137938,0.071949537631574,10,5,0.355,0.0773038170903332,"partially"
"400","sigma","5",0.232516273735528,0.13,0.182164022119937,0.272113171832062,0.233818058983849,0.221711981091692,0.0769747711327954,10,5,0.355,0.0773038170903332,"partially"
"401","sigma","6",0.252911991169777,0.54,0.161209832953902,0.248014829236269,0.20865829485042,0.20186550326181,0.0677681954665331,10,5,0.355,0.0773038170903332,"partially"
"402","sigma","7",0.189618257344432,0.11,0.135021680673,0.22850384590495,0.188285618758534,0.178697274830672,0.0729355421872963,10,5,0.355,0.0773038170903332,"partially"
"403","sigma","8",0.297829820972483,0.08,0.235552883678243,0.401716925478822,0.332413746155262,0.305451092962211,0.131374867228353,10,5,0.355,0.0773038170903332,"partially"
"404","sigma","9",0.0680132508953444,0.98,0.137274177567868,0.212478638753363,0.180906807388164,0.173563165035083,0.064240336014271,10,5,0.355,0.0773038170903332,"partially"
"405","sigma","10",0.252510989748944,0.25,0.184815769941855,0.286147998318691,0.241547216888143,0.225408564897837,0.0858420427471991,10,5,0.355,0.0773038170903332,"partially"
"406","mu","1",0.0654903228482197,0.9,-0.0540619348412714,0.0123633331704624,-0.0212226189623398,-0.0218663913400098,0.0518536145995819,10,10,0.86,0.0518536145995819,"pooled"
"407","mu","2",0.193351149194612,1,-0.0540619348412714,0.0123633331704624,-0.0212226189623398,-0.0218663913400098,0.0518536145995819,10,10,0.86,0.0518536145995819,"pooled"
"408","mu","3",-0.203594781218863,1,-0.0540619348412714,0.0123633331704624,-0.0212226189623398,-0.0218663913400098,0.0518536145995819,10,10,0.86,0.0518536145995819,"pooled"
"409","mu","4",-0.109612642268652,0.91,-0.0540619348412714,0.0123633331704624,-0.0212226189623398,-0.0218663913400098,0.0518536145995819,10,10,0.86,0.0518536145995819,"pooled"
"410","mu","5",-0.180055387554019,1,-0.0540619348412714,0.0123633331704624,-0.0212226189623398,-0.0218663913400098,0.0518536145995819,10,10,0.86,0.0518536145995819,"pooled"
"411","mu","6",0.0577361330631582,0.88,-0.0540619348412714,0.0123633331704624,-0.0212226189623398,-0.0218663913400098,0.0518536145995819,10,10,0.86,0.0518536145995819,"pooled"
"412","mu","7",-0.289432365599958,1,-0.0540619348412714,0.0123633331704624,-0.0212226189623398,-0.0218663913400098,0.0518536145995819,10,10,0.86,0.0518536145995819,"pooled"
"413","mu","8",0.0617689981822055,0.89,-0.0540619348412714,0.0123633331704624,-0.0212226189623398,-0.0218663913400098,0.0518536145995819,10,10,0.86,0.0518536145995819,"pooled"
"414","mu","9",-0.0227783903682061,0.02,-0.0540619348412714,0.0123633331704624,-0.0212226189623398,-0.0218663913400098,0.0518536145995819,10,10,0.86,0.0518536145995819,"pooled"
"415","mu","10",0.439343905507012,1,-0.0540619348412714,0.0123633331704624,-0.0212226189623398,-0.0218663913400098,0.0518536145995819,10,10,0.86,0.0518536145995819,"pooled"
"416","lambda","1",0.576520801279649,0.99,0.267777271021213,0.369318564448286,0.324304023200561,0.311900322452236,0.0813319005930787,10,10,0.934,0.0813319005930787,"pooled"
"417","lambda","2",0.76186449507261,1,0.267777271021213,0.369318564448286,0.324304023200561,0.311900322452236,0.0813319005930787,10,10,0.934,0.0813319005930787,"pooled"
"418","lambda","3",0.423503916597745,0.78,0.267777271021213,0.369318564448286,0.324304023200561,0.311900322452236,0.0813319005930787,10,10,0.934,0.0813319005930787,"pooled"
"419","lambda","4",0.499501704237173,0.93,0.267777271021213,0.369318564448286,0.324304023200561,0.311900322452236,0.0813319005930787,10,10,0.934,0.0813319005930787,"pooled"
"420","lambda","5",0.477727994774332,0.91,0.267777271021213,0.369318564448286,0.324304023200561,0.311900322452236,0.0813319005930787,10,10,0.934,0.0813319005930787,"pooled"
"421","lambda","6",0.5876993814446,0.99,0.267777271021213,0.369318564448286,0.324304023200561,0.311900322452236,0.0813319005930787,10,10,0.934,0.0813319005930787,"pooled"
"422","lambda","7",0.46558248744501,0.89,0.267777271021213,0.369318564448286,0.324304023200561,0.311900322452236,0.0813319005930787,10,10,0.934,0.0813319005930787,"pooled"
"423","lambda","8",0.557999594931542,0.98,0.267777271021213,0.369318564448286,0.324304023200561,0.311900322452236,0.0813319005930787,10,10,0.934,0.0813319005930787,"pooled"
"424","lambda","9",0.5025391710452,0.94,0.267777271021213,0.369318564448286,0.324304023200561,0.311900322452236,0.0813319005930787,10,10,0.934,0.0813319005930787,"pooled"
"425","lambda","10",0.501820260199471,0.93,0.267777271021213,0.369318564448286,0.324304023200561,0.311900322452236,0.0813319005930787,10,10,0.934,0.0813319005930787,"pooled"
"426","sigma","1",0.179836604781665,0.95,0.211924496892974,0.253824226213129,0.233870149176486,0.231339133685266,0.0311781672980828,10,10,0.829,0.0311781672980828,"pooled"
"427","sigma","2",0.273984049987843,0.79,0.211924496892974,0.253824226213129,0.233870149176486,0.231339133685266,0.0311781672980828,10,10,0.829,0.0311781672980828,"pooled"
"428","sigma","3",0.212337950108887,0.49,0.211924496892974,0.253824226213129,0.233870149176486,0.231339133685266,0.0311781672980828,10,10,0.829,0.0311781672980828,"pooled"
"429","sigma","4",0.197068329077065,0.79,0.211924496892974,0.253824226213129,0.233870149176486,0.231339133685266,0.0311781672980828,10,10,0.829,0.0311781672980828,"pooled"
"430","sigma","5",0.16111457530965,1,0.211924496892974,0.253824226213129,0.233870149176486,0.231339133685266,0.0311781672980828,10,10,0.829,0.0311781672980828,"pooled"
"431","sigma","6",0.251085625736993,0.45,0.211924496892974,0.253824226213129,0.233870149176486,0.231339133685266,0.0311781672980828,10,10,0.829,0.0311781672980828,"pooled"
"432","sigma","7",0.108618581463081,1,0.211924496892974,0.253824226213129,0.233870149176486,0.231339133685266,0.0311781672980828,10,10,0.829,0.0311781672980828,"pooled"
"433","sigma","8",0.431029682277906,1,0.211924496892974,0.253824226213129,0.233870149176486,0.231339133685266,0.0311781672980828,10,10,0.829,0.0311781672980828,"pooled"
"434","sigma","9",0.156191001887268,1,0.211924496892974,0.253824226213129,0.233870149176486,0.231339133685266,0.0311781672980828,10,10,0.829,0.0311781672980828,"pooled"
"435","sigma","10",0.276406061641044,0.82,0.211924496892974,0.253824226213129,0.233870149176486,0.231339133685266,0.0311781672980828,10,10,0.829,0.0311781672980828,"pooled"
"436","mu","1",0.0654903228482197,0.21,0.021321084407319,0.0855091525116086,0.0546762700361602,0.0528301469606016,0.0577548230893781,10,10,0.409,0.125416296974138,"non_pooled"
"437","mu","2",0.193351149194612,0.37,0.174814291971315,0.28943152807845,0.23264122424651,0.233325679554783,0.0978289210670597,10,10,0.409,0.125416296974138,"non_pooled"
"438","mu","3",-0.203594781218863,0.16,-0.254418370144631,-0.113213261476677,-0.178188140496899,-0.181919884080088,0.121501680344167,10,10,0.409,0.125416296974138,"non_pooled"
"439","mu","4",-0.109612642268652,0.81,-0.0273209422530655,0.121150662813215,0.0508738526668504,0.0462418240853052,0.138735258504671,10,10,0.409,0.125416296974138,"non_pooled"
"440","mu","5",-0.180055387554019,0.35,-0.279497885152705,-0.160613230076712,-0.219582673200454,-0.219400607543679,0.104946751653984,10,10,0.409,0.125416296974138,"non_pooled"
"441","mu","6",0.0577361330631582,0.26,0.0121350005067876,0.191054988845691,0.0967300806502252,0.103736709946224,0.163063996737736,10,10,0.409,0.125416296974138,"non_pooled"
"442","mu","7",-0.289432365599958,0.73,-0.376477916146704,-0.313255089746762,-0.345434986038671,-0.345705170996486,0.0560341914912021,10,10,0.409,0.125416296974138,"non_pooled"
"443","mu","8",0.0617689981822055,0.27,-0.109669192120667,0.120459144752217,0.00798893161681979,0.00730815340067315,0.193364452947667,10,10,0.409,0.125416296974138,"non_pooled"
"444","mu","9",-0.0227783903682061,0.33,-0.148347057632013,0.00736531670484404,-0.0682652528936367,-0.0676462548292262,0.134705851141136,10,10,0.409,0.125416296974138,"non_pooled"
"445","mu","10",0.439343905507012,0.6,0.461606015760842,0.701009644752579,0.582941340648446,0.576172248202196,0.186227042764377,10,10,0.409,0.125416296974138,"non_pooled"
"446","lambda","1",0.576520801279649,0.3,0.509824199003607,0.817998671337467,0.655254283143814,0.651496725766734,0.195010826265243,10,10,0.431,0.193069313239019,"non_pooled"
"447","lambda","2",0.76186449507261,0.1,0.576947504257562,0.863468050436676,0.714961976010526,0.732408582191343,0.180753127241731,10,10,0.431,0.193069313239019,"non_pooled"
"448","lambda","3",0.423503916597745,0.58,0.445235018865169,0.762719778697284,0.604023640799215,0.594399839142256,0.201290184864971,10,10,0.431,0.193069313239019,"non_pooled"
"449","lambda","4",0.499501704237173,0.6,0.54263616644387,0.869506671659199,0.696307543303084,0.720950324350174,0.196638680557168,10,10,0.431,0.193069313239019,"non_pooled"
"450","lambda","5",0.477727994774332,0.56,0.498100434418346,0.805211194127081,0.645218126087316,0.640045065072958,0.195670205354792,10,10,0.431,0.193069313239019,"non_pooled"
"451","lambda","6",0.5876993814446,0.37,0.534119810039915,0.853003863742554,0.687548412555677,0.701198737492476,0.19686231594891,10,10,0.431,0.193069313239019,"non_pooled"
"452","lambda","7",0.46558248744501,0.68,0.534266501688236,0.883014524567613,0.698163492345698,0.711200841690906,0.203763729751517,10,10,0.431,0.193069313239019,"non_pooled"
"453","lambda","8",0.557999594931542,0.34,0.509202190659302,0.813479198213421,0.661087250549495,0.665947258059744,0.192593094499641,10,10,0.431,0.193069313239019,"non_pooled"
"454","lambda","9",0.5025391710452,0.7,0.573576429143224,0.845629052494926,0.702862648129526,0.711380454418672,0.180874103223402,10,10,0.431,0.193069313239019,"non_pooled"
"455","lambda","10",0.501820260199471,0.08,0.399582237605604,0.667915835777911,0.542191131699696,0.520048098730305,0.187236864682814,10,10,0.431,0.193069313239019,"non_pooled"
"456","sigma","1",0.179836604781665,0.7,0.0978455681105756,0.157605708153803,0.132604981546843,0.123319777752582,0.0523710928889653,10,10,0.545,0.119538600339765,"non_pooled"
"457","sigma","2",0.273984049987843,0.23,0.191450047204126,0.31506649139933,0.264196532033373,0.24527752223682,0.108466221077128,10,10,0.545,0.119538600339765,"non_pooled"
"458","sigma","3",0.212337950108887,0.4,0.200329713204658,0.327458095232054,0.274711024791663,0.254353672085846,0.108801142834139,10,10,0.545,0.119538600339765,"non_pooled"
"459","sigma","4",0.197068329077065,0.79,0.247549228611952,0.417642600501064,0.347189802765789,0.320059348486868,0.141477823342749,10,10,0.545,0.119538600339765,"non_pooled"
"460","sigma","5",0.16111457530965,0.72,0.187649208484467,0.30776732597551,0.256476739314155,0.237662189358763,0.101121721043591,10,10,0.545,0.119538600339765,"non_pooled"
"461","sigma","6",0.251085625736993,0.66,0.275786228952869,0.450834488390099,0.3748828255049,0.35024574566316,0.138350014279316,10,10,0.545,0.119538600339765,"non_pooled"
"462","sigma","7",0.108618581463081,0.46,0.105075073760827,0.174451201848459,0.145227846706462,0.136047391771338,0.0556788150275155,10,10,0.545,0.119538600339765,"non_pooled"
"463","sigma","8",0.431029682277906,0.02,0.332856607760165,0.557306101452661,0.464007888168478,0.434744028146687,0.182159701775337,10,10,0.545,0.119538600339765,"non_pooled"
"464","sigma","9",0.156191001887268,0.98,0.288852997701635,0.454710650202916,0.380886495430783,0.361580522109319,0.134602649665123,10,10,0.545,0.119538600339765,"non_pooled"
"465","sigma","10",0.276406061641044,0.49,0.27464029171887,0.485082342457759,0.396278198260734,0.365069879379092,0.172356821463782,10,10,0.545,0.119538600339765,"non_pooled"
"466","mu","1",0.0654903228482197,0.28,0.000840708971565608,0.0849084520928841,0.0399365429725616,0.0462319869257131,0.0738637123069089,10,10,0.28,0.121016171871222,"partially"
"467","mu","2",0.193351149194612,0.06,0.113671206687757,0.248419795608447,0.178540299276971,0.185954408122527,0.112386895356756,10,10,0.28,0.121016171871222,"partially"
"468","mu","3",-0.203594781218863,0.51,-0.203240815411145,-0.0609281825725599,-0.128078085359711,-0.133953722998042,0.110827138847892,10,10,0.28,0.121016171871222,"partially"
"469","mu","4",-0.109612642268652,0.78,-0.0456819022308556,0.0972783346720805,0.0285917953548226,0.0245396795854475,0.120927573431009,10,10,0.28,0.121016171871222,"partially"
"470","mu","5",-0.180055387554019,0.02,-0.243240723359241,-0.10527488912199,-0.168962630719376,-0.178587731706705,0.108479639065765,10,10,0.28,0.121016171871222,"partially"
"471","mu","6",0.0577361330631582,0.07,-0.00871072014532727,0.152055000663531,0.0680887643329599,0.0694203437804511,0.121206726883333,10,10,0.28,0.121016171871222,"partially"
"472","mu","7",-0.289432365599958,0.23,-0.360661118202814,-0.251608180987172,-0.297956818541144,-0.312338541721157,0.0991869208421687,10,10,0.28,0.121016171871222,"partially"
"473","mu","8",0.0617689981822055,0.37,-0.0841656660817862,0.0877893959472451,0.00455423832936424,0.00115570470310429,0.135305592350919,10,10,0.28,0.121016171871222,"partially"
"474","mu","9",-0.0227783903682061,0.26,-0.128625260049836,0.0148708138204527,-0.0560521340226321,-0.0567469176135317,0.123901135843992,10,10,0.28,0.121016171871222,"partially"
"475","mu","10",0.439343905507012,0.22,0.214052965521395,0.51362989171382,0.358277934117824,0.384076604517472,0.204076383783479,10,10,0.28,0.121016171871222,"partially"
"476","lambda","1",0.576520801279649,0.22,0.386307410242815,0.676870114757624,0.541338297045267,0.528557994949445,0.202692472493181,10,10,0.252,0.189306821129361,"partially"
"477","lambda","2",0.76186449507261,0.74,0.385842625511084,0.667871134243591,0.537694344707223,0.531538704279075,0.195642361187979,10,10,0.252,0.189306821129361,"partially"
"478","lambda","3",0.423503916597745,0.17,0.347782472438702,0.594823150945538,0.479722773390168,0.467544224246121,0.175304872020789,10,10,0.252,0.189306821129361,"partially"
"479","lambda","4",0.499501704237173,0.1,0.402800479863026,0.669184356140172,0.536988108767338,0.521164056429392,0.193807736742335,10,10,0.252,0.189306821129361,"partially"
"480","lambda","5",0.477727994774332,0.05,0.378587809092086,0.64820611189475,0.510476505933103,0.491052221330027,0.188794282938502,10,10,0.252,0.189306821129361,"partially"
"481","lambda","6",0.5876993814446,0.28,0.381231536920456,0.654918351159898,0.52452601289434,0.509147128270877,0.18872494184967,10,10,0.252,0.189306821129361,"partially"
"482","lambda","7",0.46558248744501,0.22,0.38432520252855,0.685127343790206,0.542069467004485,0.524076660986404,0.206031664657284,10,10,0.252,0.189306821129361,"partially"
"483","lambda","8",0.557999594931542,0.2,0.372970934065348,0.643539874733769,0.516343163011853,0.496994871279788,0.189558545028263,10,10,0.252,0.189306821129361,"partially"
"484","lambda","9",0.5025391710452,0.11,0.398524848675879,0.679237340836017,0.540212060122071,0.528428876314277,0.190988194477391,10,10,0.252,0.189306821129361,"partially"
"485","lambda","10",0.501820260199471,0.43,0.307954329523959,0.528286210467441,0.421133899264355,0.409601714971537,0.161523139898218,10,10,0.252,0.189306821129361,"partially"
"486","sigma","1",0.179836604781665,0.02,0.14482434386805,0.215465865013053,0.179372687837749,0.181304531895303,0.0501093973817385,10,10,0.562,0.0568472051831211,"partially"
"487","sigma","2",0.273984049987843,0.69,0.19428027935495,0.254665118301938,0.227107366012057,0.22077022058993,0.0511267056328475,10,10,0.562,0.0568472051831211,"partially"
"488","sigma","3",0.212337950108887,0.15,0.191393300491387,0.254069627678797,0.225304710698133,0.221148288234015,0.0510551891140468,10,10,0.562,0.0568472051831211,"partially"
"489","sigma","4",0.197068329077065,0.64,0.205587450168392,0.273249652550888,0.243776139475709,0.234645661842097,0.0580525749162908,10,10,0.562,0.0568472051831211,"partially"
"490","sigma","5",0.16111457530965,0.81,0.190442865684039,0.253725403370919,0.22365768336882,0.219254335082777,0.0518327438221284,10,10,0.562,0.0568472051831211,"partially"
"491","sigma","6",0.251085625736993,0.17,0.205748727470453,0.280111979307329,0.247455391009614,0.239721732810401,0.059894659665261,10,10,0.562,0.0568472051831211,"partially"
"492","sigma","7",0.108618581463081,0.88,0.154443742760152,0.224515192919476,0.189159224493664,0.190800723036789,0.051263315129533,10,10,0.562,0.0568472051831211,"partially"
"493","sigma","8",0.431029682277906,0.95,0.214523655986461,0.295736733699066,0.261623528215519,0.248377249591116,0.0684183643692164,10,10,0.562,0.0568472051831211,"partially"
"494","sigma","9",0.156191001887268,0.96,0.210079569152756,0.286025626910104,0.251814944354735,0.243319697846317,0.0600740333717137,10,10,0.562,0.0568472051831211,"partially"
"495","sigma","10",0.276406061641044,0.35,0.210711953188143,0.29268177459098,0.256504853347739,0.244380516730486,0.0666450684284352,10,10,0.562,0.0568472051831211,"partially"
"496","mu","1",-0.454941491490532,1,-0.0632034815919369,0.029580399213966,-0.0167904114231353,-0.0163721648191353,0.0675499555045558,10,15,0.74,0.0675499555045558,"pooled"
"497","mu","2",-0.124717235845976,0.91,-0.0632034815919369,0.029580399213966,-0.0167904114231353,-0.0163721648191353,0.0675499555045558,10,15,0.74,0.0675499555045558,"pooled"
"498","mu","3",0.259327219179939,1,-0.0632034815919369,0.029580399213966,-0.0167904114231353,-0.0163721648191353,0.0675499555045558,10,15,0.74,0.0675499555045558,"pooled"
"499","mu","4",0.14812190624235,0.99,-0.0632034815919369,0.029580399213966,-0.0167904114231353,-0.0163721648191353,0.0675499555045558,10,15,0.74,0.0675499555045558,"pooled"
"500","mu","5",-0.013050950376148,0.04,-0.0632034815919369,0.029580399213966,-0.0167904114231353,-0.0163721648191353,0.0675499555045558,10,15,0.74,0.0675499555045558,"pooled"
"501","mu","6",-0.351060753576183,1,-0.0632034815919369,0.029580399213966,-0.0167904114231353,-0.0163721648191353,0.0675499555045558,10,15,0.74,0.0675499555045558,"pooled"
"502","mu","7",0.28293343891065,1,-0.0632034815919369,0.029580399213966,-0.0167904114231353,-0.0163721648191353,0.0675499555045558,10,15,0.74,0.0675499555045558,"pooled"
"503","mu","8",0.368188450429402,1,-0.0632034815919369,0.029580399213966,-0.0167904114231353,-0.0163721648191353,0.0675499555045558,10,15,0.74,0.0675499555045558,"pooled"
"504","mu","9",-0.00545092963850104,0.15,-0.0632034815919369,0.029580399213966,-0.0167904114231353,-0.0163721648191353,0.0675499555045558,10,15,0.74,0.0675499555045558,"pooled"
"505","mu","10",0.00995779562911287,0.31,-0.0632034815919369,0.029580399213966,-0.0167904114231353,-0.0163721648191353,0.0675499555045558,10,15,0.74,0.0675499555045558,"pooled"
"506","lambda","1",0.771722586295738,1,0.156141690559616,0.2006846630977,0.180082748162251,0.17673896992614,0.0349654790187545,10,15,1,0.0349654790187545,"pooled"
"507","lambda","2",0.412191071045661,1,0.156141690559616,0.2006846630977,0.180082748162251,0.17673896992614,0.0349654790187545,10,15,1,0.0349654790187545,"pooled"
"508","lambda","3",0.550495561842311,1,0.156141690559616,0.2006846630977,0.180082748162251,0.17673896992614,0.0349654790187545,10,15,1,0.0349654790187545,"pooled"
"509","lambda","4",0.545285637664527,1,0.156141690559616,0.2006846630977,0.180082748162251,0.17673896992614,0.0349654790187545,10,15,1,0.0349654790187545,"pooled"
"510","lambda","5",0.380198975349445,1,0.156141690559616,0.2006846630977,0.180082748162251,0.17673896992614,0.0349654790187545,10,15,1,0.0349654790187545,"pooled"
"511","lambda","6",0.536983091656935,1,0.156141690559616,0.2006846630977,0.180082748162251,0.17673896992614,0.0349654790187545,10,15,1,0.0349654790187545,"pooled"
"512","lambda","7",0.49371647575422,1,0.156141690559616,0.2006846630977,0.180082748162251,0.17673896992614,0.0349654790187545,10,15,1,0.0349654790187545,"pooled"
"513","lambda","8",0.611753551356638,1,0.156141690559616,0.2006846630977,0.180082748162251,0.17673896992614,0.0349654790187545,10,15,1,0.0349654790187545,"pooled"
"514","lambda","9",0.694237452551355,1,0.156141690559616,0.2006846630977,0.180082748162251,0.17673896992614,0.0349654790187545,10,15,1,0.0349654790187545,"pooled"
