"","parameter","index","simulation_value","IQR_min","IQR50_lower","IQR50_upper","mean","median","sd","n_series","n_observations","mean_IQR","mean_sd","model"
"792","lambda","7",0.46558248744501,1,0.160808074838512,0.209279197704367,0.187826873262708,0.182550966712097,0.0387749925769914,20,5,1,0.0387749925769914,"pooled"
"793","lambda","8",0.557999594931542,1,0.160808074838512,0.209279197704367,0.187826873262708,0.182550966712097,0.0387749925769914,20,5,1,0.0387749925769914,"pooled"
"794","lambda","9",0.5025391710452,1,0.160808074838512,0.209279197704367,0.187826873262708,0.182550966712097,0.0387749925769914,20,5,1,0.0387749925769914,"pooled"
"795","lambda","10",0.501820260199471,1,0.160808074838512,0.209279197704367,0.187826873262708,0.182550966712097,0.0387749925769914,20,5,1,0.0387749925769914,"pooled"
"796","lambda","11",0.537063485903726,1,0.160808074838512,0.209279197704367,0.187826873262708,0.182550966712097,0.0387749925769914,20,5,1,0.0387749925769914,"pooled"
"797","lambda","12",0.398677668795315,1,0.160808074838512,0.209279197704367,0.187826873262708,0.182550966712097,0.0387749925769914,20,5,1,0.0387749925769914,"pooled"
"798","lambda","13",0.588815996811674,1,0.160808074838512,0.209279197704367,0.187826873262708,0.182550966712097,0.0387749925769914,20,5,1,0.0387749925769914,"pooled"
"799","lambda","14",0.561146191273102,1,0.160808074838512,0.209279197704367,0.187826873262708,0.182550966712097,0.0387749925769914,20,5,1,0.0387749925769914,"pooled"
"800","lambda","15",0.395605504559127,1,0.160808074838512,0.209279197704367,0.187826873262708,0.182550966712097,0.0387749925769914,20,5,1,0.0387749925769914,"pooled"
"801","lambda","16",0.476517981413699,1,0.160808074838512,0.209279197704367,0.187826873262708,0.182550966712097,0.0387749925769914,20,5,1,0.0387749925769914,"pooled"
"802","lambda","17",0.67347150869862,1,0.160808074838512,0.209279197704367,0.187826873262708,0.182550966712097,0.0387749925769914,20,5,1,0.0387749925769914,"pooled"
"803","lambda","18",0.434405856388515,1,0.160808074838512,0.209279197704367,0.187826873262708,0.182550966712097,0.0387749925769914,20,5,1,0.0387749925769914,"pooled"
"804","lambda","19",0.483700603619696,1,0.160808074838512,0.209279197704367,0.187826873262708,0.182550966712097,0.0387749925769914,20,5,1,0.0387749925769914,"pooled"
"805","lambda","20",0.433561080635909,1,0.160808074838512,0.209279197704367,0.187826873262708,0.182550966712097,0.0387749925769914,20,5,1,0.0387749925769914,"pooled"
"806","sigma","1",0.118562087512455,1,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"807","sigma","2",0.156154943092539,1,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"808","sigma","3",0.127977844978392,1,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"809","sigma","4",0.223094453225263,0.23,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"810","sigma","5",0.0842270537600167,1,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"811","sigma","6",0.224707599272882,0.29,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"812","sigma","7",0.190888643852718,0.7,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"813","sigma","8",0.375737562202805,1,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"814","sigma","9",0.186207038826885,0.77,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"815","sigma","10",0.188880650471757,0.73,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"816","sigma","11",0.130998567943058,1,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"817","sigma","12",0.177820576998031,0.9,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"818","sigma","13",0.21829076835947,0.07,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"819","sigma","14",0.241732328622675,0.65,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"820","sigma","15",0.306540232704555,0.99,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"821","sigma","16",0.297020201734054,0.99,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"822","sigma","17",0.189837076153837,0.72,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"823","sigma","18",0.340320348855821,1,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"824","sigma","19",0.0223224367705355,1,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"825","sigma","20",0.262286739099101,0.88,0.199281732070054,0.232804477739337,0.217710376588311,0.215948559185534,0.0274260439603452,20,5,0.796,0.0274260439603452,"pooled"
"826","mu","1",-0.130570837819252,0.2,-0.146840726147178,-0.0897715869697705,-0.118979241845643,-0.118729036615061,0.0599145369601722,20,5,0.421,0.212535683356345,"non_pooled"
"827","mu","2",0.330557738921174,0.38,0.247781479329135,0.344222850039088,0.296282023277977,0.297043506437718,0.0953192921233919,20,5,0.421,0.212535683356345,"non_pooled"
"828","mu","3",-0.090860081711164,0.13,-0.111669809026038,-0.0581995617516501,-0.0794539981797787,-0.0852657535572017,0.071245157803398,20,5,0.421,0.212535683356345,"non_pooled"
"829","mu","4",0.329766435642201,0.43,0.306722466576424,0.525888894688404,0.418906039341417,0.41763743867504,0.253605466453903,20,5,0.421,0.212535683356345,"non_pooled"
"830","mu","5",0.0109447669110743,0.93,-0.0767841852320365,-0.0444592665011114,-0.0588231181252147,-0.0603781058587868,0.0332944617991003,20,5,0.421,0.212535683356345,"non_pooled"
"831","mu","6",-0.469663970501547,0.15,-0.553867577194217,-0.311509410045736,-0.44114622599616,-0.437009735211971,0.239938110114184,20,5,0.421,0.212535683356345,"non_pooled"
"832","mu","7",-0.111765545504912,0.54,-0.103167548792833,0.0383519093593256,-0.0325088190472718,-0.0394399016483142,0.1458913553237,20,5,0.421,0.212535683356345,"non_pooled"
"833","mu","8",-0.434649486801974,0.31,-0.622166729777795,-0.393146940003242,-0.507334971882263,-0.504993955273538,0.212729018582485,20,5,0.421,0.212535683356345,"non_pooled"
"834","mu","9",0.0447162121567882,0.38,-0.60090004100558,0.159472250011105,-0.222783390987895,-0.2176015667597,0.680576539633987,20,5,0.421,0.212535683356345,"non_pooled"
"835","mu","10",0.474366425036553,0.09,0.365889439272467,0.629932298154784,0.496583578777931,0.495358198101225,0.234227330067095,20,5,0.421,0.212535683356345,"non_pooled"
"836","mu","11",-0.567981371504824,0.41,-0.591689071925241,-0.408092989376349,-0.506626163777696,-0.499591327948818,0.192903021155369,20,5,0.421,0.212535683356345,"non_pooled"
"837","mu","12",0.245116034683652,0.79,0.119085286865258,0.202808991472437,0.162344376249214,0.16270049728957,0.08688914949505,20,5,0.421,0.212535683356345,"non_pooled"
"838","mu","13",-0.349706404073112,0.44,-0.898419345309741,-0.299926278692988,-0.58665633395969,-0.606638334358269,0.594589453481132,20,5,0.421,0.212535683356345,"non_pooled"
"839","mu","14",0.456218105735895,0.06,0.354314461683444,0.574309244439912,0.469732010957757,0.465415370391659,0.220760276443935,20,5,0.421,0.212535683356345,"non_pooled"
"840","mu","15",0.345324682482207,0.86,0.663174761460552,1.023246186844,0.83633390399372,0.838514315020958,0.356553824847848,20,5,0.421,0.212535683356345,"non_pooled"
"841","mu","16",-0.209712968758588,0.15,-0.331608960495407,-0.0191901177651896,-0.180939489620799,-0.178245953962397,0.292534831982912,20,5,0.421,0.212535683356345,"non_pooled"
"842","mu","17",-0.0654989436285077,0.89,0.0810790152750012,0.218210594560976,0.148517371714441,0.149118675806197,0.145237568746435,20,5,0.421,0.212535683356345,"non_pooled"
"843","mu","18",-0.0172110070042558,0.01,-0.13932474615183,0.0978109400108349,-0.0151292430324373,-0.0188903671252425,0.272882826641101,20,5,0.421,0.212535683356345,"non_pooled"
"844","mu","19",-0.0947208891325266,0.27,-0.112120384348117,-0.0884619991823473,-0.0995536853658896,-0.100348612467102,0.0263464307344472,20,5,0.421,0.212535683356345,"non_pooled"
"845","mu","20",0.645489731931083,1,0.812488368421233,0.844651372684535,0.82582843183348,0.828225470884811,0.0352750147372617,20,5,0.421,0.212535683356345,"non_pooled"
"846","lambda","1",0.576520801279649,0.2,0.480421073877162,0.792268851704664,0.633881438252871,0.625910623730719,0.193204921789723,20,5,0.454,0.196744342104168,"non_pooled"
"847","lambda","2",0.76186449507261,0.27,0.505069836547427,0.833815948651614,0.66272803606767,0.670074877832585,0.200676278189569,20,5,0.454,0.196744342104168,"non_pooled"
"848","lambda","3",0.423503916597745,0.65,0.476773543464873,0.826022715506705,0.644425638714826,0.640770824653578,0.204231183303477,20,5,0.454,0.196744342104168,"non_pooled"
"849","lambda","4",0.499501704237173,0.56,0.519982287106361,0.824235187835548,0.669807897297313,0.673299953287603,0.189688452316749,20,5,0.454,0.196744342104168,"non_pooled"
"850","lambda","5",0.477727994774332,0.61,0.510205138250526,0.829598832606363,0.666475638921124,0.675562722055354,0.19603533053442,20,5,0.454,0.196744342104168,"non_pooled"
"851","lambda","6",0.5876993814446,0.2,0.48776139303358,0.831294997109218,0.654667137927539,0.653699939564182,0.203757115757797,20,5,0.454,0.196744342104168,"non_pooled"
"852","lambda","7",0.46558248744501,0.53,0.471674105109224,0.794289543655824,0.630424100199822,0.62812288304567,0.1977303786205,20,5,0.454,0.196744342104168,"non_pooled"
"853","lambda","8",0.557999594931542,0.41,0.521283154731456,0.852397715020648,0.681042482446599,0.699365613106859,0.201636060599945,20,5,0.454,0.196744342104168,"non_pooled"
"854","lambda","9",0.5025391710452,0.33,0.440684391032922,0.743463450225,0.5982224424993,0.581241088808268,0.196968058612527,20,5,0.454,0.196744342104168,"non_pooled"
"855","lambda","10",0.501820260199471,0.5,0.499507762215514,0.805219564105277,0.650664071632531,0.655713135463432,0.19563985263758,20,5,0.454,0.196744342104168,"non_pooled"
"856","lambda","11",0.537063485903726,0.39,0.503462697557069,0.808034441618957,0.653900305311045,0.657709278536378,0.190541986815142,20,5,0.454,0.196744342104168,"non_pooled"
"857","lambda","12",0.398677668795315,0.73,0.474947211657748,0.81211237862027,0.635996831310852,0.631192128493451,0.198749765640969,20,5,0.454,0.196744342104168,"non_pooled"
"858","lambda","13",0.588815996811674,0.11,0.472450521613798,0.788635679823686,0.62780016655909,0.617899196705611,0.198345067771057,20,5,0.454,0.196744342104168,"non_pooled"
"859","lambda","14",0.561146191273102,0.27,0.488462841528625,0.789021581315988,0.63417254835919,0.625960155456154,0.192975694894319,20,5,0.454,0.196744342104168,"non_pooled"
"860","lambda","15",0.395605504559127,0.84,0.52369779825372,0.834495435627596,0.669591229723453,0.656886066669285,0.191659097021338,20,5,0.454,0.196744342104168,"non_pooled"
"861","lambda","16",0.476517981413699,0.59,0.505758506708618,0.800231146081778,0.650246459476269,0.650803443347633,0.189384859157736,20,5,0.454,0.196744342104168,"non_pooled"
"862","lambda","17",0.67347150869862,0.08,0.485817368255263,0.798382488148201,0.645598338150499,0.65359667705439,0.196584966416297,20,5,0.454,0.196744342104168,"non_pooled"
"863","lambda","18",0.434405856388515,0.67,0.486380475240731,0.802187551922648,0.643412402291439,0.637096222024784,0.194934956403324,20,5,0.454,0.196744342104168,"non_pooled"
"864","lambda","19",0.483700603619696,0.46,0.472201772148538,0.772213431014295,0.625714234012908,0.62896497227275,0.197367293846828,20,5,0.454,0.196744342104168,"non_pooled"
"865","lambda","20",0.433561080635909,0.68,0.494771584161623,0.825965202801032,0.6583780853518,0.669332720801581,0.204775521754058,20,5,0.454,0.196744342104168,"non_pooled"
"866","sigma","1",0.118562087512455,0.42,0.0598164208206534,0.127119500741367,0.10466168777946,0.0862736017511247,0.073557872726142,20,5,0.5715,0.193121193236013,"non_pooled"
"867","sigma","2",0.156154943092539,0.24,0.0956600439606512,0.1931996770845,0.16191913845822,0.133093346503283,0.105389187317412,20,5,0.5715,0.193121193236013,"non_pooled"
"868","sigma","3",0.127977844978392,0.59,0.0547775914790648,0.116472430136679,0.0979427939440038,0.0775814762478282,0.0723660156126206,20,5,0.5715,0.193121193236013,"non_pooled"
"869","sigma","4",0.223094453225263,0.64,0.246189209571066,0.48322637133227,0.403032544362653,0.34476149419796,0.233632969834316,20,5,0.5715,0.193121193236013,"non_pooled"
"870","sigma","5",0.0842270537600167,0.62,0.0391388477198451,0.0754983598101191,0.0634263579409626,0.0537690482645876,0.0400752875891611,20,5,0.5715,0.193121193236013,"non_pooled"
"871","sigma","6",0.224707599272882,0.61,0.242681750103131,0.48437838771239,0.401747676481232,0.33838167163065,0.240961988147643,20,5,0.5715,0.193121193236013,"non_pooled"
"872","sigma","7",0.190888643852718,0.12,0.147318049567943,0.289284954484715,0.243390113976801,0.205559026991032,0.147699200474455,20,5,0.5715,0.193121193236013,"non_pooled"
"873","sigma","8",0.375737562202805,0.14,0.255320194975117,0.482349958993847,0.406359083902432,0.347681317466893,0.230196728984478,20,5,0.5715,0.193121193236013,"non_pooled"
"874","sigma","9",0.186207038826885,1,0.775939821589664,1.34969602594772,1.10302704566805,1.00086003880591,0.450200609492429,20,5,0.5715,0.193121193236013,"non_pooled"
"875","sigma","10",0.188880650471757,0.84,0.265244780882156,0.511611741862513,0.422504498490758,0.359749170697562,0.24156778065721,20,5,0.5715,0.193121193236013,"non_pooled"
"876","sigma","11",0.130998567943058,0.83,0.181124686608973,0.369610139254317,0.307294101923171,0.253970396047506,0.193289084486071,20,5,0.5715,0.193121193236013,"non_pooled"
"877","sigma","12",0.177820576998031,0.44,0.0909236846974105,0.186191569277386,0.162654743508268,0.13115754685026,0.125558342251154,20,5,0.5715,0.193121193236013,"non_pooled"
"878","sigma","13",0.21829076835947,1,0.646531500404878,1.14073127567991,0.932395639902611,0.861354811713132,0.40484432307873,20,5,0.5715,0.193121193236013,"non_pooled"
"879","sigma","14",0.241732328622675,0.54,0.248069891897853,0.493444133047685,0.405104359027872,0.341834009535339,0.242649056666861,20,5,0.5715,0.193121193236013,"non_pooled"
"880","sigma","15",0.306540232704555,0.86,0.421854244474862,0.807421572307353,0.646242973701814,0.579956659571675,0.307935438097718,20,5,0.5715,0.193121193236013,"non_pooled"
"881","sigma","16",0.297020201734054,0.73,0.364757290261628,0.684025146562951,0.554958709553959,0.481046599332492,0.275567535313235,20,5,0.5715,0.193121193236013,"non_pooled"
"882","sigma","17",0.189837076153837,0.03,0.131688354602764,0.265714193203408,0.226421010463687,0.186811614869362,0.151255737987637,20,5,0.5715,0.193121193236013,"non_pooled"
"883","sigma","18",0.340320348855821,0.14,0.258685670759679,0.541734500001862,0.438384116039913,0.381960418424903,0.251049688334753,20,5,0.5715,0.193121193236013,"non_pooled"
"884","sigma","19",0.0223224367705355,0.65,0.0250206470874122,0.0509993530965808,0.0438227375144048,0.0347012193716708,0.0329645422572933,20,5,0.5715,0.193121193236013,"non_pooled"
"885","sigma","20",0.262286739099101,0.99,0.0352950867854744,0.0682895361649308,0.0596327239868329,0.048343430934094,0.0416624754109452,20,5,0.5715,0.193121193236013,"non_pooled"
"886","mu","1",-0.130570837819252,0.28,-0.150458215410792,-0.0726213835019729,-0.111222463864091,-0.113901866156628,0.0851815278985223,20,5,0.4265,0.182130111762184,"partially"
"887","mu","2",0.330557738921174,0.5,0.204604822093447,0.333266910920382,0.252320217118083,0.275276030268261,0.143291753218476,20,5,0.4265,0.182130111762184,"partially"
"888","mu","3",-0.090860081711164,0.08,-0.11940374222267,-0.0457548391248787,-0.0813269696339806,-0.0863349924356003,0.082282065156189,20,5,0.4265,0.182130111762184,"partially"
"889","mu","4",0.329766435642201,0.04,0.176334023424234,0.437097298679215,0.293491774712615,0.321959471879873,0.207769540534573,20,5,0.4265,0.182130111762184,"partially"
"890","mu","5",0.0109447669110743,0.84,-0.0879982729307933,-0.0306679905805998,-0.0582603299143913,-0.0602630953400835,0.0593542324136118,20,5,0.4265,0.182130111762184,"partially"
"891","mu","6",-0.469663970501547,0.6,-0.441950648052735,-0.141022269652595,-0.293408188144962,-0.323848591766968,0.219835201104047,20,5,0.4265,0.182130111762184,"partially"
"892","mu","7",-0.111765545504912,0.6,-0.0919912982974087,0.0553171780359008,-0.0182637813990121,-0.0216030819283697,0.127463271507074,20,5,0.4265,0.182130111762184,"partially"
"893","mu","8",-0.434649486801974,0.3,-0.487643277833894,-0.19122562773475,-0.335087562521314,-0.364596799268423,0.227661670140415,20,5,0.4265,0.182130111762184,"partially"
"894","mu","9",0.0447162121567882,0.29,-0.245461273063493,0.137427151083156,-0.0525203681219571,-0.0654225378148779,0.302731734696675,20,5,0.4265,0.182130111762184,"partially"
"895","mu","10",0.474366425036553,0.38,0.226322519295327,0.510070874008485,0.357944106644203,0.382768178727065,0.226679733160607,20,5,0.4265,0.182130111762184,"partially"
"896","mu","11",-0.567981371504824,0.78,-0.498447008777832,-0.248659750319129,-0.356310683442333,-0.394526681669375,0.206607292858125,20,5,0.4265,0.182130111762184,"partially"
"897","mu","12",0.245116034683652,0.71,0.0918153959835072,0.206386581994564,0.143840394852607,0.152453532729198,0.116076552647934,20,5,0.4265,0.182130111762184,"partially"
"898","mu","13",-0.349706404073112,0.26,-0.444266976724847,-0.0473780816735644,-0.244584417716286,-0.225419531663823,0.295379821328367,20,5,0.4265,0.182130111762184,"partially"
"899","mu","14",0.456218105735895,0.35,0.24069091098765,0.501263891653207,0.351252607401516,0.374297129356483,0.212744830649446,20,5,0.4265,0.182130111762184,"partially"
"900","mu","15",0.345324682482207,0.36,0.270933388223938,0.725503615163986,0.489163257870856,0.517841006384323,0.324155556977543,20,5,0.4265,0.182130111762184,"partially"
"901","mu","16",-0.209712968758588,0.37,-0.242562960591617,0.0234434556851923,-0.105557178586807,-0.113760218781382,0.21818926453119,20,5,0.4265,0.182130111762184,"partially"
"902","mu","17",-0.0654989436285077,0.82,0.0444230696050501,0.195516631064977,0.117010445645357,0.129179989461251,0.134566816456923,20,5,0.4265,0.182130111762184,"partially"
"903","mu","18",-0.0172110070042558,0.02,-0.116334326261573,0.0931392421558048,-0.0164580112653721,-0.018843140793128,0.181973098446331,20,5,0.4265,0.182130111762184,"partially"
"904","mu","19",-0.0947208891325266,0.16,-0.116758028519791,-0.0825289042796389,-0.0986632113351565,-0.0994675679854001,0.0416708149019157,20,5,0.4265,0.182130111762184,"partially"
"905","mu","20",0.645489731931083,0.79,0.771111965743736,0.835673213707106,0.740454943192672,0.812414174555224,0.22898745661571,20,5,0.4265,0.182130111762184,"partially"
"906","lambda","1",0.576520801279649,0.58,0.226168054410893,0.534135713973757,0.393409893312453,0.370158404935625,0.2124538507927,20,5,0.4665,0.20402757951344,"partially"
"907","lambda","2",0.76186449507261,0.83,0.229919039541795,0.537412800567537,0.404941813403049,0.38034317676426,0.22536074013976,20,5,0.4665,0.20402757951344,"partially"
"908","lambda","3",0.423503916597745,0.2,0.228355421370909,0.527314570486238,0.391827438215779,0.366268329731034,0.211568935573329,20,5,0.4665,0.20402757951344,"partially"
"909","lambda","4",0.499501704237173,0.39,0.228412170915683,0.541838210264652,0.401225547421733,0.378008031522075,0.221379052375718,20,5,0.4665,0.20402757951344,"partially"
"910","lambda","5",0.477727994774332,0.35,0.230286477520469,0.536113085361473,0.391839422899081,0.375517705137301,0.203081413316433,20,5,0.4665,0.20402757951344,"partially"
"911","lambda","6",0.5876993814446,0.66,0.221569680436672,0.530861714400857,0.384682247888694,0.360683166778012,0.206326853689178,20,5,0.4665,0.20402757951344,"partially"
"912","lambda","7",0.46558248744501,0.32,0.235009535013284,0.530100131958553,0.388477890648513,0.361686418901824,0.204791504404313,20,5,0.4665,0.20402757951344,"partially"
"913","lambda","8",0.557999594931542,0.53,0.22835784469068,0.549058322017307,0.397619963211182,0.381648908030826,0.212370224615486,20,5,0.4665,0.20402757951344,"partially"
"914","lambda","9",0.5025391710452,0.63,0.210200587369625,0.46018732028008,0.349868937593969,0.342325367262523,0.176430777477223,20,5,0.4665,0.20402757951344,"partially"
"915","lambda","10",0.501820260199471,0.44,0.232322214576258,0.526086223835744,0.392929255814773,0.372683187008449,0.210938565493351,20,5,0.4665,0.20402757951344,"partially"
"916","lambda","11",0.537063485903726,0.52,0.222838381694813,0.527069184775285,0.387223157105777,0.365309640512106,0.209058595155633,20,5,0.4665,0.20402757951344,"partially"
"917","lambda","12",0.398677668795315,0.14,0.231424614829106,0.513140441113858,0.380386115794953,0.367899761359907,0.194781370496044,20,5,0.4665,0.20402757951344,"partially"
"918","lambda","13",0.588815996811674,0.77,0.216647632620268,0.485519591456665,0.359615838114592,0.331546259824056,0.191853178345365,20,5,0.4665,0.20402757951344,"partially"
"919","lambda","14",0.561146191273102,0.62,0.218167377066365,0.52358291779459,0.386003586851629,0.36169534217279,0.207753930802414,20,5,0.4665,0.20402757951344,"partially"
"920","lambda","15",0.395605504559127,0.17,0.223166315408901,0.502188579563256,0.374396668737438,0.351294372746029,0.196288643037039,20,5,0.4665,0.20402757951344,"partially"
"921","lambda","16",0.476517981413699,0.39,0.222135438387067,0.515315728737428,0.383563623303046,0.380446682614868,0.194526161210242,20,5,0.4665,0.20402757951344,"partially"
"922","lambda","17",0.67347150869862,0.83,0.226778949986025,0.523546818101986,0.387958711159382,0.374523319250768,0.200876655345748,20,5,0.4665,0.20402757951344,"partially"
"923","lambda","18",0.434405856388515,0.27,0.22676082629913,0.517993934568526,0.388859825605187,0.365456082406887,0.206731082882447,20,5,0.4665,0.20402757951344,"partially"
"924","lambda","19",0.483700603619696,0.43,0.223862964262208,0.506411528811407,0.377289742466645,0.360682729890478,0.197446798529668,20,5,0.4665,0.20402757951344,"partially"
"925","lambda","20",0.433561080635909,0.26,0.217287481414594,0.511383590806563,0.37538942168848,0.367454040986756,0.196533256586714,20,5,0.4665,0.20402757951344,"partially"
"926","sigma","1",0.118562087512455,0.42,0.0585343042651386,0.127490822925154,0.102000910496294,0.0863712731380956,0.0606083058036181,20,5,0.487,0.0795573613422442,"partially"
"927","sigma","2",0.156154943092539,0.21,0.100603067582061,0.185186831052136,0.152692150991462,0.139406227974949,0.0731814784470881,20,5,0.487,0.0795573613422442,"partially"
"928","sigma","3",0.127977844978392,0.56,0.0568612276410489,0.120485747441223,0.0958231584595703,0.0795850494999997,0.0563064436621264,20,5,0.487,0.0795573613422442,"partially"
"929","sigma","4",0.223094453225263,0.28,0.198720347034142,0.30822238233902,0.261377958932451,0.247988568080996,0.0892605830310331,20,5,0.487,0.0795573613422442,"partially"
"930","sigma","5",0.0842270537600167,0.47,0.0412734514358703,0.0865008530094639,0.0719361641420453,0.0589134232868498,0.0465636145279509,20,5,0.487,0.0795573613422442,"partially"
"931","sigma","6",0.224707599272882,0.24,0.200037160440948,0.303811921502419,0.256228834994577,0.247045487170224,0.0824678444039652,20,5,0.487,0.0795573613422442,"partially"
"932","sigma","7",0.190888643852718,0.21,0.132072002640203,0.224482523958177,0.185079706428152,0.170987794063247,0.0762909312738458,20,5,0.487,0.0795573613422442,"partially"
"933","sigma","8",0.375737562202805,0.79,0.208530860577183,0.319190006566938,0.269061573336216,0.258353062088295,0.0855805378001604,20,5,0.487,0.0795573613422442,"partially"
"934","sigma","9",0.186207038826885,0.99,0.323766082504338,0.471369175454624,0.404099386810134,0.392879376201379,0.115861586795367,20,5,0.487,0.0795573613422442,"partially"
"935","sigma","10",0.188880650471757,0.64,0.204637302257246,0.33001543715757,0.274852249374045,0.262426336341136,0.0952057888421985,20,5,0.487,0.0795573613422442,"partially"
"936","sigma","11",0.130998567943058,0.83,0.165796621501793,0.264356845385711,0.219182092199349,0.203061930725763,0.0755199246020359,20,5,0.487,0.0795573613422442,"partially"
"937","sigma","12",0.177820576998031,0.54,0.0926063616188796,0.17519471794318,0.140296865456088,0.126421139509585,0.0671128785509271,20,5,0.487,0.0795573613422442,"partially"
"938","sigma","13",0.21829076835947,0.91,0.29715374480774,0.440966796296332,0.374768096790149,0.363840396661341,0.109756342934295,20,5,0.487,0.0795573613422442,"partially"
"939","sigma","14",0.241732328622675,0.05,0.192191611343436,0.313204476635986,0.261223841285604,0.246220543854221,0.0960705725350685,20,5,0.487,0.0795573613422442,"partially"
"940","sigma","15",0.306540232704555,0.14,0.262729862184195,0.396777303797556,0.33732625041821,0.324015507239321,0.103994606891691,20,5,0.487,0.0795573613422442,"partially"
"941","sigma","16",0.297020201734054,0.04,0.23762776413834,0.358286431432488,0.305218216116855,0.292831809910457,0.0978116573600513,20,5,0.487,0.0795573613422442,"partially"
"942","sigma","17",0.189837076153837,0.26,0.128965928102592,0.21986807871663,0.180861510451839,0.167968366636699,0.0757635589246821,20,5,0.487,0.0795573613422442,"partially"
"943","sigma","18",0.340320348855821,0.66,0.203279132594975,0.314471629899855,0.264527774577547,0.253598451282576,0.0830549978961514,20,5,0.487,0.0795573613422442,"partially"
"944","sigma","19",0.0223224367705355,0.57,0.0236399696489115,0.0488068558604049,0.0427802334437626,0.0337888294630557,0.0331182284389365,20,5,0.487,0.0795573613422442,"partially"
"945","sigma","20",0.262286739099101,0.93,0.0400900503288739,0.0975682395548587,0.082692943463803,0.0601641962476696,0.0676173441236909,20,5,0.487,0.0795573613422442,"partially"
"946","mu","1",0.711720031822567,1,-0.140821395626045,-0.0713673882954837,-0.106733514457852,-0.108065066206201,0.0531678637802542,20,10,0.9515,0.0531678637802542,"pooled"
"947","mu","2",-0.192936776320238,0.91,-0.140821395626045,-0.0713673882954837,-0.106733514457852,-0.108065066206201,0.0531678637802542,20,10,0.9515,0.0531678637802542,"pooled"
"948","mu","3",-0.185055721664956,0.88,-0.140821395626045,-0.0713673882954837,-0.106733514457852,-0.108065066206201,0.0531678637802542,20,10,0.9515,0.0531678637802542,"pooled"
"949","mu","4",-0.0824699109958109,0.37,-0.140821395626045,-0.0713673882954837,-0.106733514457852,-0.108065066206201,0.0531678637802542,20,10,0.9515,0.0531678637802542,"pooled"
"950","mu","5",-0.250982904949168,1,-0.140821395626045,-0.0713673882954837,-0.106733514457852,-0.108065066206201,0.0531678637802542,20,10,0.9515,0.0531678637802542,"pooled"
"951","mu","6",0.119058055172185,1,-0.140821395626045,-0.0713673882954837,-0.106733514457852,-0.108065066206201,0.0531678637802542,20,10,0.9515,0.0531678637802542,"pooled"
"952","mu","7",0.240426933752392,1,-0.140821395626045,-0.0713673882954837,-0.106733514457852,-0.108065066206201,0.0531678637802542,20,10,0.9515,0.0531678637802542,"pooled"
"953","mu","8",0.0356176118996029,1,-0.140821395626045,-0.0713673882954837,-0.106733514457852,-0.108065066206201,0.0531678637802542,20,10,0.9515,0.0531678637802542,"pooled"
"954","mu","9",-0.414753306677993,1,-0.140821395626045,-0.0713673882954837,-0.106733514457852,-0.108065066206201,0.0531678637802542,20,10,0.9515,0.0531678637802542,"pooled"
